common_name,scientific_name,afrikaans_name,image,family,size,habitat,colors
Franklin's Gull,Leucophaeus pipixcan,Franklinse Meeu,,Gulls,Large,Woodland,"['White', 'Grey', 'Black']"
Freckled Nightjar,Caprimulgus tristigma,Donkernaguil,,Nightjars,Medium,Rocky,"['Grey', 'Brown', 'White']"
Fulvous Whistling Duck,Dendrocygna bicolor,Fluiteend,,Ducks,Large,Wetland,"['Brown', 'Buff']"
Fynbos Buttonquail,Turnix hottentottus,Kaapse Kwarteltjie,,Buttonquails,Medium,Grassland,"['Brown', 'Buff', 'Black']"
Gabar Goshawk,Micronisus gabar,Witkruissperwer (Kleinsingvalk),https://cdn.sabirds.app/gabar-goshawk/1_medium.webp,Hawks,Medium,Grassland,"['Grey', 'White', 'Red']"
Garden Warbler,Sylvia borin,Tuinsanger,https://cdn.sabirds.app/garden-warbler/1_medium.webp,Warblers,Small,Woodland,"['Brown', 'Grey', 'Buff']"
Garganey,Spatula querquedula,Somereend,https://cdn.sabirds.app/garganey/1_medium.webp,Ducks,Large,Wetland,"['Brown', 'Green', 'White']"
Giant Kingfisher,Megaceryle maxima,Reusevisvanger,https://cdn.sabirds.app/giant-kingfisher/1_medium.webp,Kingfishers,Large,Wetland,"['Black', 'White', 'Orange']"
Glossy Ibis,Plegadis falcinellus,Glansibis,https://cdn.sabirds.app/glossy-ibis/1_medium.webp,Ibises,Large,Wetland,"['Brown', 'Green', 'Purple']"
Golden Pipit,Tmetothylacus tenellus,Goudkoester,https://cdn.sabirds.app/golden-pipit/1_medium.webp,Pipits,Small,Grassland,"['Yellow', 'Brown', 'White']"
Golden-breasted Bunting,Emberiza flaviventris,Rooirugstreepkoppie,https://cdn.sabirds.app/golden-breasted-bunting/1_medium.webp,Buntings,Small,Fynbos,"['Brown', 'Yellow', 'Black']"
Golden-tailed Woodpecker,Campethera abingoni,Goudstertspeg,https://cdn.sabirds.app/golden-tailed-woodpecker/1_medium.webp,Woodpeckers,Medium,Fynbos,"['Brown', 'Yellow', 'Red']"
Goliath Heron,Ardea goliath,Reusereier,https://cdn.sabirds.app/goliath-heron/1_medium.webp,Herons,Very Large,Wetland,"['Grey', 'Brown', 'Buff']"
Gorgeous Bushshrike,Telophorus viridis,Konkoit,https://cdn.sabirds.app/gorgeous-bushshrike/1_medium.webp,Bokmakieries,Small,Forest,"['Green', 'Yellow', 'Red']"
Great Crested Grebe,Podiceps cristatus,Kuifkopdobbertjie,https://cdn.sabirds.app/great-crested-grebe/1_medium.webp,Grebes,Large,Wetland,"['Brown', 'White', 'Black']"
Great Egret,Ardea alba,Grootwitreier,https://cdn.sabirds.app/great-egret/1_medium.webp,Herons,Large,Wetland,['White']
Great Frigatebird,Fregata minor,Grootfregatvoël,,Frigatebirds,Very Large,Marine,"['Black', 'Red', 'White']"
Great Knot,Calidris tenuirostris,Grootknoet,,Sandpipers,Medium,Grassland,"['Brown', 'Grey', 'White']"
Great Reed Warbler,Acrocephalus arundinaceus,Grootrietsanger,https://cdn.sabirds.app/great-reed-warbler/1_medium.webp,Reed-Warblers,Small,Wetland,"['Brown', 'Buff']"
Great Shearwater,Ardenna gravis,Grootpylstormvoël,https://cdn.sabirds.app/great-shearwater/1_medium.webp,Shearwaters,Large,Marine,"['Brown', 'White', 'Black']"
Great Snipe,Gallinago media,Dubbelsnip,https://cdn.sabirds.app/great-snipe/1_medium.webp,Snipes,Medium,Wetland,"['Brown', 'Buff', 'White']"
Great Sparrow,Passer motitensis,Grootmossie,https://cdn.sabirds.app/great-sparrow/1_medium.webp,Sparrows,Small,Grassland,"['Brown', 'Grey', 'Black']"
Great Spotted Cuckoo,Clamator glandarius,Gevlekte Koekoek,https://cdn.sabirds.app/great-spotted-cuckoo/1_medium.webp,Cuckoos,Medium,Fynbos,"['Grey', 'White', 'Brown']"
Great White Pelican,Pelecanus onocrotalus,Witpelikaan,https://cdn.sabirds.app/great-white-pelican/1_medium.webp,Pelicans,Very Large,Wetland,"['White', 'Pink', 'Yellow']"
Great-winged Petrel,Pterodroma macroptera,Langvlerkstormvoël,https://cdn.sabirds.app/great-winged-petrel/1_medium.webp,Petrels,Large,Marine,"['Grey', 'Brown', 'White']"
Greater Blue-eared Starling,Lamprotornis chalybaeus,Groot-blouoorglansspreeu,https://cdn.sabirds.app/greater-blue-eared-starling/1_medium.webp,Starlings,Medium,Fynbos,"['Blue', 'Green']"
Greater Double-collared Sunbird,Cinnyris afer,Groot-rooibandsuikerbekkie,https://cdn.sabirds.app/greater-double-collared-sunbird/1_medium.webp,Sunbirds,Tiny,Fynbos,"['Green', 'Red', 'Blue']"
Greater Flamingo,Phoenicopterus roseus,Grootflamink,https://cdn.sabirds.app/greater-flamingo/1_medium.webp,Flamingos,Very Large,Wetland,"['Pink', 'White', 'Black']"
Greater Honeyguide,Indicator indicator,Grootheuningwyser,https://cdn.sabirds.app/greater-honeyguide/1_medium.webp,Honeyguides,Medium,Fynbos,"['Brown', 'White', 'Black']"
Greater Kestrel,Falco rupicoloides,Grootrooivalk,https://cdn.sabirds.app/greater-kestrel/1_medium.webp,Falcons,Large,Grassland,"['Brown', 'Grey', 'Buff']"
Greater Painted-snipe,Rostratula benghalensis,Goudsnip,https://cdn.sabirds.app/greater-painted-snipe/1_medium.webp,Painted-Snipes,Medium,Wetland,"['Brown', 'White', 'Green']"
Greater Sand Plover,Charadrius leschenaultii,Grootstrandkiewiet,https://cdn.sabirds.app/greater-sand-plover/1_medium.webp,Plovers,Medium,Grassland,"['Brown', 'White']"
Greater Striped Swallow,Cecropis cucullata,Grootstreepswael,,Swallows,Small,Grassland,"['Blue', 'Orange', 'White']"
Green Barbet,Stactolaema olivacea,Groenhoutkapper,,Barbets,Medium,Savanna,"['Green', 'Brown', 'Yellow']"
Green Malkoha,Ceuthmochares australis,Groenvleiloerie,,Cuckoos,Medium,Forest,"['Green', 'Grey', 'Red']"
Green Sandpiper,Tringa ochropus,Witgatruiter,,Sandpipers,Medium,Wetland,"['Brown', 'White', 'Green']"
Green Twinspot,Mandingoa nitidula,Groenkolpensie,,Twinspots,Tiny,Forest,"['Green', 'Red', 'White']"
Green Woodhoopoe,Phoeniculus purpureus,Rooibekkakelaar,,Wood-hoopoes,Medium,Woodland,"['Green', 'Black', 'White']"
Green-backed Camaroptera,Camaroptera brachyura,Groenrugkwêkwêvoël,,Camaropteras,Tiny,Forest,"['Green', 'Brown', 'Buff', 'White']"
Green-backed Heron,Butorides striata,Groenrugreier,,Herons,Medium,Wetland,"['Green', 'Grey', 'Orange']"
Green-capped Eremomela,Eremomela scotops,Donkerwangbossanger,,Eremomelas,Tiny,Woodland,"['Grey', 'Green', 'Yellow']"
Green-winged Pytilia,Pytilia melba,Gewone Melba,,Pytilias,Small,Fynbos,"['Green', 'Red', 'Grey']"
Grey Crowned Crane,Balearica regulorum,Mahem,,Cranes,Very Large,Wetland,"['Grey', 'White', 'Red']"
Grey Cuckooshrike,Ceblepyris caesius,Bloukatakoeroe,,Cuckooshrikes,Small,Forest,"['Grey', 'White']"
Grey Go-away-bird,Crinifer concolor,Kwêvoël,,Go-away-birds,Large,Forest,['Grey']
Grey Heron,Ardea cinerea,Bloureier,,Herons,Very Large,Wetland,"['Grey', 'White', 'Black']"
Grey Penduline-tit,Anthoscopus caroli,Gryskapokvoël,,Penduline-Tits,Tiny,Woodland,"['Grey', 'Yellow', 'Black']"
Grey Petrel,Procellaria cinerea,Pediunker,,Petrels,Very Large,Marine,"['Grey', 'Brown', 'White']"
Grey Plover,Pluvialis squatarola,Grysstrandkiewiet,,Plovers,Large,Grassland,"['Grey', 'Black', 'White']"
Grey Sunbird,Cyanomitra veroxii,Gryssuikerbekkie,,Sunbirds,Tiny,Woodland,"['Grey', 'Green', 'Yellow']"
Grey Tit,Melaniparus afer,Piet-tjou-tjou-grysmees,,Tits,Small,Fynbos,"['Grey', 'Black', 'White']"
Grey Tit- Flycatcher,Myioparus plumbeus,Waaierstertvlieëvanger,,Flycatchers,Tiny,Woodland,"['Grey', 'Brown', 'Orange', 'White']"
Grey Wagtail,Motacilla cinerea,Gryskwikkie,,Wagtails,Small,Rivers,"['Grey', 'Yellow', 'White']"
Grey Waxbill,Glaucestrilda perreini,Gryssysie,,Waxbills,Tiny,Woodland,"['Grey', 'Red', 'Pink']"
Grey-backed Camaroptera,Camaroptera brevicaudata,Grysrugkwêkwêvoël,https://cdn.sabirds.app/grey-backed-camaroptera/1_medium.webp,Camaropteras,Tiny,Grassland,"['Grey', 'Brown', 'Buff', 'White']"
Grey-backed Cisticola,Cisticola subruficapilla,Grysrugtinktinkie,https://cdn.sabirds.app/grey-backed-cisticola/1_medium.webp,Cisticolas,Tiny,Fynbos,"['Grey', 'Brown', 'White']"
Grey-backed Sparrow- Lark,Eremopterix verticalis,Grysruglewerik,https://cdn.sabirds.app/grey-backed-sparrow-lark/1_medium.webp,Larks,Small,Grassland,"['Grey', 'Brown', 'Buff', 'White']"
Grey-backed Storm Petrel,Garrodia nereis,Grysstormswael,https://cdn.sabirds.app/grey-backed-storm-petrel/1_medium.webp,Storm-Petrels,Small,Marine,"['Grey', 'Black', 'White']"
Grey-headed Albatross,Thalassarche chrysostoma,Gryskopalbatros (-malmok),https://cdn.sabirds.app/grey-headed-albatross/1_medium.webp,Albatrosses,Very Large,Marine,"['White', 'Grey', 'Black']"
Grey-headed Bushshrike,Malaconotus blanchoti,Spookvoël,https://cdn.sabirds.app/grey-headed-bushshrike/1_medium.webp,Bush-shrikes,Medium,Woodland,"['Grey', 'Green', 'Yellow', 'Red']"
Grey-headed Gull,Chroicocephalus cirrocephalus,Gryskopmeeu,https://cdn.sabirds.app/grey-headed-gull/1_medium.webp,Gulls,Large,Coastal,"['Grey', 'White', 'Red']"
Grey-headed Kingfisher,Halcyon leucocephala,Gryskopvisvanger,https://cdn.sabirds.app/grey-headed-kingfisher/1_medium.webp,Kingfishers,Small,Fynbos,"['Blue', 'Brown', 'Red']"
Grey-headed Parrot,Poicephalus fuscicollis,Savannepapegaai,https://cdn.sabirds.app/grey-headed-parrot/1_medium.webp,Parrots,Large,Forest,"['Grey', 'Green', 'Red', 'Yellow']"
Grey-rumped Swallow,Pseudhirundo griseopyga,Gryskruisswael,https://cdn.sabirds.app/grey-rumped-swallow/1_medium.webp,Swallows,Tiny,Grassland,"['Brown', 'Grey', 'White']"
